record_id,timestamp,order_id,product_id,product_category,quantity,unit_price,total_price,supplier_id,supplier_region,warehouse_id,warehouse_region,lead_time_days,transportation_delay_days,fulfillment_status,inventory_level,reorder_point,demand_forecast,demand_forecast_confidence,agent_decision,decision_reason,procurement_cost,transportation_cost,holding_cost,penalty_cost,carbon_emissions_kg,customer_satisfaction_score,anomalies_flag,agent_observation,agent_action_text
R-000451,2025-11-20T16:35:26.767525,4ef68472-0c89-483f-9d17-5da4fabad652,P-4715,furniture,6.0,358.08,2148.48,S-015,Europe,W-06,Africa,5.0,0.0,delivered,168.0,49.0,27.0,0.76,do_nothing,inventory sufficient for forecast,2148.48,32.15,16.8,0.0,6.27,3.3,False,"Order 4ef68472-0c89-483f-9d17-5da4fabad652: product P-4715 (furniture), qty 6, inventory 168, forecast 27 (conf 0.76)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000452,2025-11-20T16:45:26.767525,cccf6642-0a6c-4dc0-840f-8d7bb36e6527,P-7367,apparel,1.0,36.25,36.25,S-012,North America,W-19,Oceania,9.0,3.0,shipped,188.0,32.0,12.0,0.81,do_nothing,inventory sufficient for forecast,36.25,72.86,18.8,0.0,3.41,4.24,False,"Order cccf6642-0a6c-4dc0-840f-8d7bb36e6527: product P-7367 (apparel), qty 1, inventory 188, forecast 12 (conf 0.81)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000453,2025-11-20T16:55:26.767525,760a6e45-c4ad-4d3a-b1b5-bddc962b8067,P-2111,apparel,1.0,39.96,39.96,S-038,Oceania,W-17,Oceania,5.0,0.0,cancelled,360.0,63.0,17.0,0.76,do_nothing,inventory sufficient for forecast,39.96,26.23,36.0,7.99,0.95,3.06,False,"Order 760a6e45-c4ad-4d3a-b1b5-bddc962b8067: product P-2111 (apparel), qty 1, inventory 360, forecast 17 (conf 0.76)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000454,2025-11-20T17:05:26.767525,38563832-cbbb-43c5-8ef7-76a32c6da395,P-4417,apparel,1.0,39.47,39.47,S-041,North America,W-20,South America,6.0,2.0,delivered,210.0,20.0,22.0,0.6,do_nothing,inventory sufficient for forecast,39.47,29.34,21.0,0.0,4.92,2.93,False,"Order 38563832-cbbb-43c5-8ef7-76a32c6da395: product P-4417 (apparel), qty 1, inventory 210, forecast 22 (conf 0.6)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000455,2025-11-20T17:15:26.767525,a57ac70f-8655-4c07-8b38-03bbf9027282,P-7852,apparel,1.0,35.84,35.84,S-041,Asia,W-19,South America,7.0,1.0,delivered,174.0,79.0,15.0,0.51,do_nothing,inventory sufficient for forecast,35.84,46.22,17.4,0.0,1.54,4.57,False,"Order a57ac70f-8655-4c07-8b38-03bbf9027282: product P-7852 (apparel), qty 1, inventory 174, forecast 15 (conf 0.51)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000456,2025-11-20T17:25:26.767525,ERR_edac1c,P-2163,pharma,1.0,25.87,25.87,S-049,Africa,W-04,Asia,5.0,0.0,returned,129.0,31.0,11.0,0.47,do_nothing,inventory sufficient for forecast,25.87,55.98,12.9,5.17,1.23,3.95,False,"Order f610907c-5b4e-422a-af25-e83126f8edb1: product P-2163 (pharma), qty 1, inventory 129, forecast 11 (conf 0.47)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000457,2025-11-20T17:35:26.767525,2ab763a7-4be3-40f3-83a6-f5134b2d9417,P-2939,electronics,2.0,166.46,332.92,S-036,Europe,W-12,Europe,6.0,3.0,shipped,64.0,55.0,17.0,0.78,do_nothing,inventory sufficient for forecast,332.92,67.13,6.4,0.0,10.7,3.29,False,"Order 2ab763a7-4be3-40f3-83a6-f5134b2d9417: product P-2939 (electronics), qty 2, inventory 64, forecast 17 (conf 0.78)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000458,2025-11-20T17:45:26.767525,0b7957cb-6363-4302-941f-4a165df24142,P-8024,automotive,7.0,202.34,,S-019,Oceania,W-18,North America,5.0,0.0,pending,157.0,43.0,35.0,0.1,do_nothing,inventory sufficient for forecast,1416.38,29.47,15.7,0.0,11.22,3.64,False,"Order 0b7957cb-6363-4302-941f-4a165df24142: product P-8024 (automotive), qty 7, inventory 157, forecast 35 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000459,2025-11-20T17:55:26.767525,ec048f13-0e66-4678-be15-31622aec9d2b,P-6676,food,1.0,8.77,8.77,S-012,Oceania,W-09,South America,6.0,4.0,delivered,11118.0261754617,56.0,26.0,0.6,do_nothing,inventory sufficient for forecast,8.77,67.21,22.4,0.0,6.54,3.98,False,"Order ec048f13-0e66-4678-be15-31622aec9d2b: product P-6676 (food), qty 1, inventory 224, forecast 26 (conf 0.6)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000460,2025-11-20T18:05:26.767525,dccc4c0b-e2d4-40fd-8563-478dd412c344,P-8025,apparel,3.0,41.91,125.73,S-002,Africa,W-07,North America,2.0,1.0,processing,221.0,60.0,2.0,0.56,do_nothing,inventory sufficient for forecast,125.73,53.88,22.1,0.0,3.75,4.49,False,"Order dccc4c0b-e2d4-40fd-8563-478dd412c344: product P-8025 (apparel), qty 3, inventory 221, forecast 2 (conf 0.56)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000461,2025-11-20T18:15:26.767525,af37e22d-7f2e-4d96-ae58-63f44afc1796,P-4537,electronics,3.0,183.9,551.7,S-027,Europe,W-06,Africa,7.0,1.0,cancelled,273.0,89.0,14.0,0.92,do_nothing,inventory sufficient for forecast,551.7,50.26,27.3,110.34,15.33,3.87,False,"Order af37e22d-7f2e-4d96-ae58-63f44afc1796: product P-4537 (electronics), qty 3, inventory 273, forecast 14 (conf 0.92)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000462,2025-11-20T18:25:26.767525,908f0d9d-3706-4108-94eb-36fe6a694e3e,P-5263,furniture,4.0,305.16,1220.64,S-019,North America,W-10,North America,9.0,3.0,pending,213.0,64.0,8.0,0.1,do_nothing,inventory sufficient for forecast,1220.64,124.22,21.3,0.0,18.33,3.6,False,"Order 908f0d9d-3706-4108-94eb-36fe6a694e3e: product P-5263 (furniture), qty 4, inventory 213, forecast 8 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000463,2025-11-20T18:35:26.767525,b6564c50-2a22-4988-83f9-c598d2bf7c88,P-4794,electronics,1.0,189.4,189.4,S-023,Europe,W-03,Africa,3.0,4.0,processing,134.0,73.0,21.0,0.43,do_nothing,inventory sufficient for forecast,189.4,109.07,13.4,0.0,3.29,4.4,False,"Order b6564c50-2a22-4988-83f9-c598d2bf7c88: product P-4794 (electronics), qty 1, inventory 134, forecast 21 (conf 0.43)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000464,2025-11-20T18:45:26.767525,6bf71273-67f8-4720-8077-f709efc66600,P-9525,electronics,1.0,162.82,162.82,S-021,Europe,W-16,Oceania,4.0,0.0,shipped,203.0,35.0,27.0,0.84,do_nothing,inventory sufficient for forecast,162.82,30.91,20.3,0.0,1.44,3.8,False,"Order 6bf71273-67f8-4720-8077-f709efc66600: product P-9525 (electronics), qty 1, inventory 203, forecast 27 (conf 0.84)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000465,2025-11-20T18:55:26.767525,e040ff56-1526-441a-98a2-abe8fa9bc556,P-6760,electronics,1.0,253.66,253.66,S-001,Europe,W-06,Oceania,6.0,5.0,processing,18.0,31.0,16.0,0.82,reorder,inventory below reorder point,253.66,107.08,1.8,0.0,6.85,3.78,False,"Order e040ff56-1526-441a-98a2-abe8fa9bc556: product P-6760 (electronics), qty 1, inventory 18, forecast 16 (conf 0.82)",Action: reorder. Reason: inventory below reorder point.
R-000466,2025-11-20T19:05:26.767525,e00aead2-ff7d-4bf5-b3fc-4c356edad65f,P-5831,food,2.0,6.02,12.04,S-040,Europe,W-06,South America,3.0,2.0,shipped,166.0,68.0,16.0,0.66,do_nothing,inventory sufficient for forecast,12.04,30.8,16.6,0.0,2.88,4.46,False,"Order e00aead2-ff7d-4bf5-b3fc-4c356edad65f: product P-5831 (food), qty 2, inventory 166, forecast 16 (conf 0.66)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000467,2025-11-20T19:15:26.767525,1466999f-f760-46f9-a9a5-23b0d533717e,P-4840,apparel,1.0,60.48,60.48,S-013,Europe,W-05,Europe,5.0,1.0,processing,180.0,45.0,26.0,0.1,do_nothing,inventory sufficient for forecast,60.48,34.75,18.0,0.0,2.9,3.74,False,"Order 1466999f-f760-46f9-a9a5-23b0d533717e: product P-4840 (apparel), qty 1, inventory 180, forecast 26 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000468,2025-11-20T19:25:26.767525,925ce266-ee0c-4526-908e-e2c54927d724,P-4022,furniture,2.0,309.26,618.52,S-023,Asia,W-04,Asia,9.0,3.0,delivered,103.0,58.0,26.0,0.73,do_nothing,inventory sufficient for forecast,618.52,81.4,10.3,0.0,2.18,3.29,False,"Order 925ce266-ee0c-4526-908e-e2c54927d724: product P-4022 (furniture), qty 2, inventory 103, forecast 26 (conf 0.73)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000469,2025-11-20T19:35:26.767525,edcaabe0-ee95-43ff-80c8-8a9031eae0d7,P-9110,apparel,1.0,46.87,46.87,S-049,Africa,W-15,Oceania,6.0,5.0,delivered,186.0,74.0,18.0,0.23,do_nothing,inventory sufficient for forecast,46.87,74.07,18.6,0.0,4.2,4.01,False,"Order edcaabe0-ee95-43ff-80c8-8a9031eae0d7: product P-9110 (apparel), qty 1, inventory 186, forecast 18 (conf 0.23)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000470,2025-11-20T19:45:26.767525,abfb20e8-9251-41fe-8266-8b145f178992,P-8599,apparel,3.0,43.86,131.58,S-002,Europe,W-17,Europe,14.0,3.0,cancelled,87.0,54.0,18.0,0.26,do_nothing,inventory sufficient for forecast,131.58,74.05,8.7,26.32,14.11,3.81,False,"Order abfb20e8-9251-41fe-8266-8b145f178992: product P-8599 (apparel), qty 3, inventory 87, forecast 18 (conf 0.26)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000471,2025-11-20T19:55:26.767525,12a9b527-ee8c-4763-b46e-7ceac6acfbd8,P-7732,electronics,1.0,180.56,180.56,S-009,Europe,W-18,Europe,6.0,4.0,delivered,313.0,80.0,25.0,0.17,do_nothing,inventory sufficient for forecast,180.56,50.47,31.3,0.0,5.71,4.12,False,"Order 12a9b527-ee8c-4763-b46e-7ceac6acfbd8: product P-7732 (electronics), qty 1, inventory 313, forecast 25 (conf 0.17)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000472,2025-11-20T20:05:26.767525,d1829557-5a6a-4e5b-8759-5e1b11942abc,P-2954,food,9.0,11.27,101.43,S-018,Asia,W-16,South America,7.0,0.0,delivered,187.0,52.0,19.0,0.54,do_nothing,inventory sufficient for forecast,101.43,24.73,18.7,0.0,3.31,4.02,False,"Order d1829557-5a6a-4e5b-8759-5e1b11942abc: product P-2954 (food), qty 9, inventory 187, forecast 19 (conf 0.54)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000473,2025-11-20T20:15:26.767525,ea588e48-7ab9-42a8-ac67-b62d77fd5d86,P-2054,automotive,1.0,176.49,6050.415485079616,S-026,South America,W-15,Europe,6.0,3.0,shipped,307.0,72.0,31.0,0.81,do_nothing,inventory sufficient for forecast,176.49,87.89,30.7,0.0,5.02,3.5,False,"Order ea588e48-7ab9-42a8-ac67-b62d77fd5d86: product P-2054 (automotive), qty 1, inventory 307, forecast 31 (conf 0.81)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000474,2025-11-20T20:25:26.767525,138b86b7-2873-44da-9796-57dd3ff5e3fc,P-5068,apparel,1.0,46.01,46.01,S-028,South America,W-06,South America,8.0,2.0,shipped,14.0,25.0,35.0,0.29,expedite,urgent demand forecast exceed inventory,46.01,46.16,,0.0,4.42,4.16,False,"Order 138b86b7-2873-44da-9796-57dd3ff5e3fc: product P-5068 (apparel), qty 1, inventory 14, forecast 35 (conf 0.29)",Action: expedite. Reason: urgent demand forecast exceed inventory.
R-000475,2025-11-20T20:35:26.767525,3663253a-3bb3-43aa-a910-9a92a355233f,P-2484,furniture,1.0,267.37,267.37,S-011,Europe,W-03,South America,9.0,4.0,delivered,273.0,67.0,33.0,0.69,do_nothing,inventory sufficient for forecast,267.37,115.2,27.3,0.0,113.48873443274663,3.71,False,"Order 3663253a-3bb3-43aa-a910-9a92a355233f: product P-2484 (furniture), qty 1, inventory 273, forecast 33 (conf 0.69)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000476,2025-11-20T20:45:26.767525,fa83da11-1217-4a7c-96a5-ece15bdfd364,P-3268,furniture,1.0,385.4,385.4,S-008,Africa,W-04,Oceania,8.0,0.0,delivered,112.0,26.0,17.0,0.35,do_nothing,inventory sufficient for forecast,385.4,68.39,11.2,0.0,1.63,4.46,False,"Order fa83da11-1217-4a7c-96a5-ece15bdfd364: product P-3268 (furniture), qty 1, inventory 112, forecast 17 (conf 0.35)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000477,2025-11-20T20:55:26.767525,dc72fff1-0fdb-48d6-85e9-c12d54923afa,P-6681,electronics,1.0,236.68,236.68,S-028,Africa,W-18,South America,2.0,2.0,,220.0,35.0,0.0,0.28,do_nothing,inventory sufficient for forecast,236.68,71.49,22.0,47.34,4.32,3.34,False,"Order dc72fff1-0fdb-48d6-85e9-c12d54923afa: product P-6681 (electronics), qty 1, inventory 220, forecast 0 (conf 0.28)",ERR_5586af
R-000478,2025-11-20T21:05:26.767525,cbf80373-603c-4352-8925-ae4770b6fcac,P-2298,pharma,9.0,35.95,323.55,S-030,Oceania,W-10,Asia,9.0,0.0,delivered,108.0,61.0,16.0,0.39,do_nothing,inventory sufficient for forecast,323.55,68.99,10.8,0.0,,3.73,False,"Order cbf80373-603c-4352-8925-ae4770b6fcac: product P-2298 (pharma), qty 9, inventory 108, forecast 16 (conf 0.39)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000479,2025-11-20T21:15:26.767525,ff24508e-9773-4c6d-b52c-e4abc6802738,P-8257,food,1.0,9.64,9.64,S-032,Europe,W-12,North America,6.0,0.0,pending,199.0,44.0,32.0,0.68,do_nothing,inventory sufficient for forecast,9.64,41.14,19.9,0.0,2.88,5.0,False,"Order ff24508e-9773-4c6d-b52c-e4abc6802738: product P-8257 (food), qty 1, inventory 199, forecast 32 (conf 0.68)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000480,2025-11-20T21:25:26.767525,2087a6ed-87ac-491b-83ea-dbbf227a26d6,P-2375,pharma,3.0,30.15,90.45,S-021,North America,W-12,North America,5.0,0.0,delivered,207.0,27.0,32.0,0.12,do_nothing,inventory sufficient for forecast,90.45,34.86,20.7,0.0,6.06,4.02,False,"Order 2087a6ed-87ac-491b-83ea-dbbf227a26d6: product P-2375 (pharma), qty 3, inventory 207, forecast 32 (conf 0.12)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000481,2025-11-20T21:35:26.767525,f70f2d50-0113-4760-bcaf-4712242a1ddf,P-6678,automotive,5.0,134.74,673.7,S-045,Africa,W-14,Oceania,7.0,1.0,processing,259.0,60.0,24.0,0.22,do_nothing,inventory sufficient for forecast,673.7,75.64,25.9,0.0,1.07,3.91,False,"Order f70f2d50-0113-4760-bcaf-4712242a1ddf: product P-6678 (automotive), qty 5, inventory 259, forecast 24 (conf 0.22)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000482,2025-11-20T21:45:26.767525,085f938e-68ef-459e-8dd5-cac5dfbf38c0,P-3953,automotive,4.0,163.01,652.04,S-004,Europe,W-15,South America,5.0,3.0,shipped,257.0,39.0,26.0,0.88,do_nothing,inventory sufficient for forecast,,105.74,25.7,0.0,18.55,4.1,False,"Order 085f938e-68ef-459e-8dd5-cac5dfbf38c0: product P-3953 (automotive), qty 4, inventory 257, forecast 26 (conf 0.88)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000483,2025-11-20T21:55:26.767525,c0f2030d-64c5-4996-a657-6a3eecde7437,P-7446,furniture,3.0,282.44,847.32,S-011,Asia,W-15,Oceania,6.0,2.0,delivered,177.0,60.0,26.0,0.37,do_nothing,inventory sufficient for forecast,847.32,62.68,17.7,0.0,12.84,3.44,False,"Order c0f2030d-64c5-4996-a657-6a3eecde7437: product P-7446 (furniture), qty 3, inventory 177, forecast 26 (conf 0.37)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000484,2025-11-20T22:05:26.767525,4281eb84-513b-4368-b109-07f679165e8c,P-3933,electronics,1.0,199.63,199.63,S-030,South America,W-09,Asia,10.0,4.0,pending,155.0,54.0,19.0,0.3,do_nothing,inventory sufficient for forecast,,105.57,15.5,0.0,2.15,4.99,False,"Order 4281eb84-513b-4368-b109-07f679165e8c: product P-3933 (electronics), qty 1, inventory 155, forecast 19 (conf 0.3)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000485,2025-11-20T22:15:26.767525,105a13bf-e45d-4b6c-9aac-1c44fbb674df,P-9404,apparel,6.0,51.12,306.72,S-016,Oceania,W-15,North America,8.0,1.0,cancelled,104.0,30.0,16.0,0.24,do_nothing,inventory sufficient for forecast,306.72,59.51,10.4,61.34,28.53,,False,"Order 105a13bf-e45d-4b6c-9aac-1c44fbb674df: product P-9404 (apparel), qty 6, inventory 104, forecast 16 (conf 0.24)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000486,2025-11-20T22:25:26.767525,4c20a808-db55-4cbf-9f10-aa7c269fa763,P-4856,furniture,3.0,263.87,791.61,S-019,North America,W-16,Europe,9.0,0.0,shipped,195.0,49.0,28.0,0.1,do_nothing,inventory sufficient for forecast,791.61,35.68,19.5,0.0,5.84,4.35,False,"Order 4c20a808-db55-4cbf-9f10-aa7c269fa763: product P-4856 (furniture), qty 3, inventory 195, forecast 28 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000487,2025-11-20T22:35:26.767525,b71ccbde-7589-463f-9da8-c1e202548fbe,P-2690,food,8.0,11.5,92.0,S-027,Africa,W-12,Asia,7.0,2.0,processing,204.0,52.0,22.0,0.53,do_nothing,inventory sufficient for forecast,92.0,98.97,20.4,,8.47,4.71,False,"Order b71ccbde-7589-463f-9da8-c1e202548fbe: product P-2690 (food), qty 8, inventory 204, forecast 22 (conf 0.53)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000488,2025-11-20T22:45:26.767525,ad5c0886-f9b9-4239-82d3-c9f8f224783b,P-8171,food,1.0,10.44,10.44,S-043,Oceania,W-20,Asia,6.0,2.0,shipped,180.0,38.0,9.0,0.87,do_nothing,inventory sufficient for forecast,10.44,24.82,18.0,0.0,4.68,4.12,False,"Order ad5c0886-f9b9-4239-82d3-c9f8f224783b: product P-8171 (food), qty 1, inventory 180, forecast 9 (conf 0.87)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000489,2025-11-20T22:55:26.767525,5d9c9e4f-53f3-46e5-ba60-e28fe8355ddd,P-1014,furniture,7.0,336.21,2353.47,S-018,North America,W-03,North America,11.0,1.0,processing,99.0,56.0,17.0,0.95,do_nothing,inventory sufficient for forecast,2353.47,71.47,9.9,0.0,24.65,4.36,False,"Order 5d9c9e4f-53f3-46e5-ba60-e28fe8355ddd: product P-1014 (furniture), qty 7, inventory 99, forecast 17 (conf 0.95)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000490,2025-11-20T23:05:26.767525,1aeb80c4-f10c-4ef8-bbee-47fb50a08c84,P-5165,automotive,4.0,142.84,571.36,S-046,South America,W-01,South America,1.0,1.0,shipped,240.0,42.0,20.0,0.1,do_nothing,inventory sufficient for forecast,571.36,90.48,24.0,0.0,2.4,3.4,False,"Order 1aeb80c4-f10c-4ef8-bbee-47fb50a08c84: product P-5165 (automotive), qty 4, inventory 240, forecast 20 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000491,2025-11-20T23:15:26.767525,f339a81c-14b8-4174-99c9-92bfb8fde523,P-8925,automotive,3.0,160.79,482.37,S-036,Europe,W-03,Europe,7.0,0.0,pending,284.0,32.0,23.0,0.76,do_nothing,inventory sufficient for forecast,482.37,65.05,28.4,0.0,3.32,4.56,False,"Order f339a81c-14b8-4174-99c9-92bfb8fde523: product P-8925 (automotive), qty 3, inventory 284, forecast 23 (conf 0.76)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000492,2025-11-20T23:25:26.767525,b46c4450-dbc6-43ad-b16a-1cf501b454c1,P-2816,automotive,1.0,141.82,141.82,S-030,Africa,W-16,South America,6.0,0.0,processing,362.0,49.0,2.0,0.44,do_nothing,inventory sufficient for forecast,141.82,88.22,36.2,0.0,3.23,5.0,False,"Order b46c4450-dbc6-43ad-b16a-1cf501b454c1: product P-2816 (automotive), qty 1, inventory 362, forecast 2 (conf 0.44)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000493,2025-11-20T23:35:26.767525,d4eb5a96-084c-4780-8b3b-d9a7809bed73,P-9047,electronics,1.0,153.97,153.97,S-042,Europe,W-05,Europe,10.0,2.0,shipped,172.0,20.0,15.0,0.62,do_nothing,inventory sufficient for forecast,153.97,101.48,17.2,0.0,4.51,4.38,False,"Order d4eb5a96-084c-4780-8b3b-d9a7809bed73: product P-9047 (electronics), qty 1, inventory 172, forecast 15 (conf 0.62)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000494,2025-11-20T23:45:26.767525,622de649-d591-43ff-a444-06e1def7b54d,P-2553,food,1.0,8.43,8.43,S-044,Africa,W-06,South America,6.0,2.0,pending,166.0,71.0,43.0,0.58,do_nothing,inventory sufficient for forecast,8.43,44.92,16.6,0.0,3.5,3.34,False,"Order 622de649-d591-43ff-a444-06e1def7b54d: product P-2553 (food), qty 1, inventory 166, forecast 43 (conf 0.58)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000495,2025-11-20T23:55:26.767525,ERR_9de09f,P-1407,pharma,13.0,37.19,483.47,S-049,South America,W-15,Asia,1.0,0.0,shipped,433.0,70.0,16.0,0.44,do_nothing,inventory sufficient for forecast,483.47,42.99,43.3,0.0,27.09,4.22,False,"Order 18f91757-f9d8-41b0-83e8-5758a755e1a2: product P-1407 (pharma), qty 13, inventory 433, forecast 16 (conf 0.44)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000496,2025-11-21T00:05:26.767525,5e5eed24-cef0-4a89-83d1-4b3ea91d3d3e,P-8906,electronics,1.0,253.59,253.59,S-020,Oceania,W-05,South America,8.0,4.0,processing,193.0,30.0,616.9212984423024,0.62,do_nothing,inventory sufficient for forecast,253.59,49.55,19.3,0.0,5.09,4.85,False,"Order 5e5eed24-cef0-4a89-83d1-4b3ea91d3d3e: product P-8906 (electronics), qty 1, inventory 193, forecast 43 (conf 0.62)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000497,2025-11-21T00:15:26.767525,c1b0410a-efce-4359-a4ea-326adee909a8,P-1945,pharma,2.0,24.33,48.66,S-035,Asia,W-02,Oceania,4.0,0.0,shipped,63.0,47.0,28.0,0.65,do_nothing,inventory sufficient for forecast,48.66,34.23,6.3,0.0,3.73,4.52,False,"Order c1b0410a-efce-4359-a4ea-326adee909a8: product P-1945 (pharma), qty 2, inventory 63, forecast 28 (conf 0.65)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000498,2025-11-21T00:25:26.767525,c66ae2b6-5525-4678-a4e1-af3ad3f18d96,P-7251,apparel,1.0,50.18,50.18,S-023,Europe,W-04,Africa,8.0,1.0,delivered,235.0,35.0,24.0,0.99,do_nothing,inventory sufficient for forecast,50.18,64.39,23.5,0.0,2.99,3.7,False,"Order c66ae2b6-5525-4678-a4e1-af3ad3f18d96: product P-7251 (apparel), qty 1, inventory 235, forecast 24 (conf 0.99)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000499,2025-11-21T00:35:26.767525,5bd4a119-c7c4-4469-9213-945fd64fd4b4,P-7267,electronics,4.0,206.51,826.04,S-028,North America,W-03,Oceania,12.0,0.0,delivered,184.0,48.0,18.0,0.73,do_nothing,inventory sufficient for forecast,826.04,74.44,18.4,0.0,6.31,4.09,False,"Order 5bd4a119-c7c4-4469-9213-945fd64fd4b4: product P-7267 (electronics), qty 4, inventory 184, forecast 18 (conf 0.73)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000500,2025-11-21T00:45:26.767525,d17ab0f2-8daf-48f9-a042-f22579ca8c8a,P-5800,food,1.0,15.23,15.23,S-010,Europe,W-14,South America,9.0,1.0,shipped,263.0,56.0,30.0,0.59,do_nothing,inventory sufficient for forecast,15.23,62.36,26.3,0.0,2.75,4.29,False,"Order d17ab0f2-8daf-48f9-a042-f22579ca8c8a: product P-5800 (food), qty 1, inventory 263, forecast 30 (conf 0.59)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000501,2025-11-21T00:55:26.767525,323e5d64-7031-4e56-aed6-244381b3539a,P-7051,furniture,1.0,235.97,235.97,S-036,South America,W-13,Europe,10.0,3.0,processing,191.0,10.0,19.0,0.46,do_nothing,inventory sufficient for forecast,235.97,67.9,19.1,0.0,6.42,4.05,False,"Order 323e5d64-7031-4e56-aed6-244381b3539a: product P-7051 (furniture), qty 1, inventory 191, forecast 19 (conf 0.46)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000502,2025-11-21T01:05:26.767525,4f4f266a-3670-4548-88e3-e9757cde6544,P-2633,pharma,1.0,37.71,37.71,S-017,Europe,W-18,South America,11.0,,pending,173.0,30.0,31.0,0.16,do_nothing,inventory sufficient for forecast,37.71,35.57,17.3,0.0,0.18,3.89,False,"Order 4f4f266a-3670-4548-88e3-e9757cde6544: product P-2633 (pharma), qty 1, inventory 173, forecast 31 (conf 0.16)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000503,2025-11-21T01:15:26.767525,c4cb7fd5-f6b2-47b1-8346-8d79784d40a9,P-8005,pharma,1.0,25.48,25.48,S-036,Africa,W-13,Asia,5.0,3.0,processing,264.0,49.0,9.0,0.5,do_nothing,inventory sufficient for forecast,25.48,32.98,26.4,0.0,4.72,4.03,False,"Order c4cb7fd5-f6b2-47b1-8346-8d79784d40a9: product P-8005 (pharma), qty 1, inventory 264, forecast 9 (conf 0.5)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000504,2025-11-21T01:25:26.767525,746a4723-b641-45e3-b937-686b8639ce40,P-3548,automotive,1.0,144.76,144.76,S-022,Oceania,W-10,Europe,6.0,0.0,shipped,184.0,59.0,5.0,0.1,do_nothing,inventory sufficient for forecast,144.76,52.53,18.4,0.0,1.1,5.0,False,"Order 746a4723-b641-45e3-b937-686b8639ce40: product P-3548 (automotive), qty 1, inventory 184, forecast 5 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000505,2025-11-21T01:35:26.767525,eab9de80-501a-451d-87c9-7d7329234e91,P-7654,electronics,12.0,269.18,3230.16,S-033,South America,W-04,Europe,9.0,4.0,shipped,228.0,58.0,16.0,0.84,do_nothing,inventory sufficient for forecast,3230.16,66.04,22.8,0.0,58.72,3.07,False,"Order eab9de80-501a-451d-87c9-7d7329234e91: product P-7654 (electronics), qty 12, inventory 228, forecast 16 (conf 0.84)",Action: do_nothing. Reason: inventory sufficient for forecast.
